,Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,Species,Family,Order
5031,5032,Spectrogram 1,1,2515.5,2516.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_900552144_03000_1.wav,swth,thrush,passerine
5032,5033,Spectrogram 1,1,2516.0,2516.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_900633600_06237_1.wav,,,passerine
5033,5034,Spectrogram 1,1,2516.5,2517.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_900639096_02921_1.wav,swth,thrush,passerine
5034,5035,Spectrogram 1,1,2517.0,2517.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_900684288_02447_1.wav,swth,thrush,passerine
5035,5036,Spectrogram 1,1,2517.5,2518.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_900687888_02447_1.wav,swth,thrush,passerine
5036,5037,Spectrogram 1,1,2518.0,2518.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_900759791_02447_1.wav,swth,thrush,passerine
5037,5038,Spectrogram 1,1,2518.5,2519.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_900763728_01974_1.wav,swth,thrush,passerine
5038,5039,Spectrogram 1,1,2519.0,2519.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_900769248_02290_1.wav,swth,thrush,passerine
5039,5040,Spectrogram 1,1,2519.5,2520.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_900786504_02447_1.wav,swth,thrush,passerine
5040,5041,Spectrogram 1,1,2520.0,2520.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_900815400_02447_1.wav,swth,thrush,passerine
5041,5042,Spectrogram 1,1,2520.5,2521.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_900888144_02763_1.wav,swth,thrush,passerine
5042,5043,Spectrogram 1,1,2521.0,2521.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_900910560_02842_1.wav,swth,thrush,passerine
5043,5044,Spectrogram 1,1,2521.5,2522.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_900917736_02921_1.wav,swth,thrush,passerine
5044,5045,Spectrogram 1,1,2522.0,2522.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_900923712_02605_1.wav,swth,thrush,passerine
5045,5046,Spectrogram 1,1,2522.5,2523.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901064424_02526_1.wav,swth,thrush,passerine
5046,5047,Spectrogram 1,1,2523.0,2523.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901091400_06316_1.wav,btbw,warbler,passerine
5047,5048,Spectrogram 1,1,2523.5,2524.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901116720_07105_1.wav,,,passerine
5048,5049,Spectrogram 1,1,2524.0,2524.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901130736_02526_1.wav,swth,thrush,passerine
5049,5050,Spectrogram 1,1,2524.5,2525.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901150704_02368_1.wav,,,passerine
5050,5051,Spectrogram 1,1,2525.0,2525.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901179600_06868_1.wav,,,passerine
5051,5052,Spectrogram 1,1,2525.5,2526.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901209024_02526_1.wav,swth,thrush,passerine
5052,5053,Spectrogram 1,1,2526.0,2526.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901216632_02368_1.wav,swth,thrush,passerine
5053,5054,Spectrogram 1,1,2526.5,2527.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901269791_06632_1.wav,,,passerine
5054,5055,Spectrogram 1,1,2527.0,2527.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901345464_03237_1.wav,swth,thrush,passerine
5055,5056,Spectrogram 1,1,2527.5,2528.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901355088_02684_1.wav,swth,thrush,passerine
5056,5057,Spectrogram 1,1,2528.0,2528.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901358424_02684_1.wav,swth,thrush,passerine
5057,5058,Spectrogram 1,1,2528.5,2529.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901366488_02763_1.wav,swth,thrush,passerine
5058,5059,Spectrogram 1,1,2529.0,2529.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901379615_02763_1.wav,,thrush,passerine
5059,5060,Spectrogram 1,1,2529.5,2530.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901385568_04579_1.wav,,,passerine
5060,5061,Spectrogram 1,1,2530.0,2530.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901388640_02447_1.wav,,,passerine
5061,5062,Spectrogram 1,1,2530.5,2531.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901390728_06632_1.wav,,,passerine
5062,5063,Spectrogram 1,1,2531.0,2531.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901399151_02684_1.wav,rbgr,cardinal,passerine
5063,5064,Spectrogram 1,1,2531.5,2532.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901408248_06790_1.wav,,,passerine
5064,5065,Spectrogram 1,1,2532.0,2532.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901418496_06632_1.wav,,,passerine
5065,5066,Spectrogram 1,1,2532.5,2533.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901479024_02447_1.wav,swth,thrush,passerine
5066,5067,Spectrogram 1,1,2533.0,2533.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901487159_07026_1.wav,,,passerine
5067,5068,Spectrogram 1,1,2533.5,2534.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901488552_06553_1.wav,,,passerine
5068,5069,Spectrogram 1,1,2534.0,2534.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901510896_07263_1.wav,,thrush,passerine
5069,5070,Spectrogram 1,1,2534.5,2535.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901512816_03000_1.wav,,thrush,passerine
5070,5071,Spectrogram 1,1,2535.0,2535.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901557912_02605_1.wav,,,passerine
5071,5072,Spectrogram 1,1,2535.5,2536.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901607760_02684_1.wav,swth,thrush,passerine
5072,5073,Spectrogram 1,1,2536.0,2536.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901630248_06000_1.wav,,,passerine
5073,5074,Spectrogram 1,1,2536.5,2537.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901633151_02605_1.wav,rbgr,cardinal,passerine
5074,5075,Spectrogram 1,1,2537.0,2537.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901689456_02368_1.wav,rbgr,cardinal,passerine
5075,5076,Spectrogram 1,1,2537.5,2538.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901720032_02447_1.wav,,,passerine
5076,5077,Spectrogram 1,1,2538.0,2538.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901723536_02763_1.wav,swth,thrush,passerine
5077,5078,Spectrogram 1,1,2538.5,2539.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901786488_02763_1.wav,swth,thrush,passerine
5078,5079,Spectrogram 1,1,2539.0,2539.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901788935_02921_1.wav,swth,thrush,passerine
5079,5080,Spectrogram 1,1,2539.5,2540.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901853831_02605_1.wav,,thrush,passerine
5080,5081,Spectrogram 1,1,2540.0,2540.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901867848_02842_1.wav,,,passerine
5081,5082,Spectrogram 1,1,2540.5,2541.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901893240_02526_1.wav,swth,thrush,passerine
5082,5083,Spectrogram 1,1,2541.0,2541.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901946664_02605_1.wav,,,passerine
5083,5084,Spectrogram 1,1,2541.5,2542.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_901958496_02526_1.wav,,,passerine
5084,5085,Spectrogram 1,1,2542.0,2542.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902021280_02684_1.wav,swth,thrush,passerine
5085,5086,Spectrogram 1,1,2542.5,2543.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902064096_02842_1.wav,,,passerine
5086,5087,Spectrogram 1,1,2543.0,2543.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902134344_02763_1.wav,swth,thrush,passerine
5087,5088,Spectrogram 1,1,2543.5,2544.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902153952_03079_1.wav,,thrush,passerine
5088,5089,Spectrogram 1,1,2544.0,2544.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902163216_02526_1.wav,swth,thrush,passerine
5089,5090,Spectrogram 1,1,2544.5,2545.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902204736_02290_1.wav,swth,thrush,passerine
5090,5091,Spectrogram 1,1,2545.0,2545.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902223983_02605_1.wav,,,passerine
5091,5092,Spectrogram 1,1,2545.5,2546.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902236248_02447_1.wav,gcth,thrush,passerine
5092,5093,Spectrogram 1,1,2546.0,2546.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902238000_03079_1.wav,gcth,thrush,passerine
5093,5094,Spectrogram 1,1,2546.5,2547.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902245896_02290_1.wav,swth,thrush,passerine
5094,5095,Spectrogram 1,1,2547.0,2547.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902307360_03868_1.wav,gcth,thrush,passerine
5095,5096,Spectrogram 1,1,2547.5,2548.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902315328_06632_1.wav,,,passerine
5096,5097,Spectrogram 1,1,2548.0,2548.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902323824_02842_1.wav,swth,thrush,passerine
5097,5098,Spectrogram 1,1,2548.5,2549.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902401848_02684_1.wav,,,passerine
5098,5099,Spectrogram 1,1,2549.0,2549.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902416295_02368_1.wav,swth,thrush,passerine
5099,5100,Spectrogram 1,1,2549.5,2550.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902432592_02447_1.wav,,,passerine
5100,5101,Spectrogram 1,1,2550.0,2550.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902438904_02447_1.wav,swth,thrush,passerine
5101,5102,Spectrogram 1,1,2550.5,2551.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902449848_02684_1.wav,swth,thrush,passerine
5102,5103,Spectrogram 1,1,2551.0,2551.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902452992_02605_1.wav,swth,thrush,passerine
5103,5104,Spectrogram 1,1,2551.5,2552.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902527344_02684_1.wav,,thrush,passerine
5104,5105,Spectrogram 1,1,2552.0,2552.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902534544_02447_1.wav,swth,thrush,passerine
5105,5106,Spectrogram 1,1,2552.5,2553.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902551344_02447_1.wav,swth,thrush,passerine
5106,5107,Spectrogram 1,1,2553.0,2553.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902566416_06632_1.wav,,,passerine
5107,5108,Spectrogram 1,1,2553.5,2554.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902608536_02684_1.wav,swth,thrush,passerine
5108,5109,Spectrogram 1,1,2554.0,2554.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902629560_02526_1.wav,swth,thrush,passerine
5109,5110,Spectrogram 1,1,2554.5,2555.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902650560_02290_1.wav,swth,thrush,passerine
5110,5111,Spectrogram 1,1,2555.0,2555.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902670720_02447_1.wav,,,passerine
5111,5112,Spectrogram 1,1,2555.5,2556.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902689704_03237_1.wav,,,passerine
5112,5113,Spectrogram 1,1,2556.0,2556.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902702688_06474_1.wav,,,passerine
5113,5114,Spectrogram 1,1,2556.5,2557.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902724912_02842_1.wav,,,passerine
5114,5115,Spectrogram 1,1,2557.0,2557.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902809704_06000_1.wav,,,passerine
5115,5116,Spectrogram 1,1,2557.5,2558.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902861111_06474_1.wav,,,passerine
5116,5117,Spectrogram 1,1,2558.0,2558.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902865912_02132_1.wav,swth,thrush,passerine
5117,5118,Spectrogram 1,1,2558.5,2559.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902883528_02526_1.wav,swth,thrush,passerine
5118,5119,Spectrogram 1,1,2559.0,2559.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902964000_02684_1.wav,swth,thrush,passerine
5119,5120,Spectrogram 1,1,2559.5,2560.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_902988600_02447_1.wav,swth,thrush,passerine
5120,5121,Spectrogram 1,1,2560.0,2560.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903112704_02447_1.wav,swth,thrush,passerine
5121,5122,Spectrogram 1,1,2560.5,2561.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903119568_02526_1.wav,,,passerine
5122,5123,Spectrogram 1,1,2561.0,2561.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903123960_02684_1.wav,swth,thrush,passerine
5123,5124,Spectrogram 1,1,2561.5,2562.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903156048_06868_1.wav,,,passerine
5124,5125,Spectrogram 1,1,2562.0,2562.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903236712_02368_1.wav,,thrush,passerine
5125,5126,Spectrogram 1,1,2562.5,2563.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903238295_03079_1.wav,,thrush,passerine
5126,5127,Spectrogram 1,1,2563.0,2563.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903254568_03000_1.wav,,thrush,passerine
5127,5128,Spectrogram 1,1,2563.5,2564.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903288720_06868_1.wav,,warbler,passerine
5128,5129,Spectrogram 1,1,2564.0,2564.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903296615_06553_1.wav,,warbler,passerine
5129,5130,Spectrogram 1,1,2564.5,2565.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903319128_02684_1.wav,,thrush,passerine
5130,5131,Spectrogram 1,1,2565.0,2565.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903400224_02763_1.wav,,,passerine
5131,5132,Spectrogram 1,1,2565.5,2566.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903424655_02290_1.wav,,,passerine
5132,5133,Spectrogram 1,1,2566.0,2566.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903432168_02132_1.wav,,,passerine
5133,5134,Spectrogram 1,1,2566.5,2567.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903497304_02684_1.wav,,,passerine
5134,5135,Spectrogram 1,1,2567.0,2567.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903503352_02290_1.wav,swth,thrush,passerine
5135,5136,Spectrogram 1,1,2567.5,2568.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903522264_06947_1.wav,,warbler,passerine
5136,5137,Spectrogram 1,1,2568.0,2568.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903531816_02526_1.wav,,,passerine
5137,5138,Spectrogram 1,1,2568.5,2569.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903541176_02921_1.wav,swth,thrush,passerine
5138,5139,Spectrogram 1,1,2569.0,2569.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903547320_03000_1.wav,,,passerine
5139,5140,Spectrogram 1,1,2569.5,2570.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903556511_02368_1.wav,swth,thrush,passerine
5140,5141,Spectrogram 1,1,2570.0,2570.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903604944_03158_1.wav,,,passerine
5141,5142,Spectrogram 1,1,2570.5,2571.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903679295_02605_1.wav,swth,thrush,passerine
5142,5143,Spectrogram 1,1,2571.0,2571.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903687960_03316_1.wav,,,passerine
5143,5144,Spectrogram 1,1,2571.5,2572.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903715368_07026_1.wav,,,passerine
5144,5145,Spectrogram 1,1,2572.0,2572.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903747768_02329_1.wav,swth,thrush,passerine
5145,5146,Spectrogram 1,1,2572.5,2573.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903771935_03000_1.wav,,,passerine
5146,5147,Spectrogram 1,1,2573.0,2573.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903788664_06316_1.wav,,,passerine
5147,5148,Spectrogram 1,1,2573.5,2574.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903801288_02526_1.wav,,,passerine
5148,5149,Spectrogram 1,1,2574.0,2574.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903836496_02526_1.wav,,,passerine
5149,5150,Spectrogram 1,1,2574.5,2575.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903844200_02684_1.wav,swth,thrush,passerine
5150,5151,Spectrogram 1,1,2575.0,2575.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903851640_02526_1.wav,swth,thrush,passerine
5151,5152,Spectrogram 1,1,2575.5,2576.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903885791_08132_1.wav,,sparrow,passerine
5152,5153,Spectrogram 1,1,2576.0,2576.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903924840_06158_1.wav,coye,warbler,passerine
5153,5154,Spectrogram 1,1,2576.5,2577.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903929831_03316_1.wav,,,passerine
5154,5155,Spectrogram 1,1,2577.0,2577.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_903957696_02605_1.wav,,,passerine
5155,5156,Spectrogram 1,1,2577.5,2578.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904003751_06632_1.wav,,,passerine
5156,5157,Spectrogram 1,1,2578.0,2578.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904015751_03316_1.wav,,,passerine
5157,5158,Spectrogram 1,1,2578.5,2579.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904082136_02842_1.wav,swth,thrush,passerine
5158,5159,Spectrogram 1,1,2579.0,2579.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904093968_09000_1.wav,savs,sparrow,passerine
5159,5160,Spectrogram 1,1,2579.5,2580.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904125935_02290_1.wav,,,passerine
5160,5161,Spectrogram 1,1,2580.0,2580.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904156655_02447_1.wav,swth,thrush,passerine
5161,5162,Spectrogram 1,1,2580.5,2581.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904268664_02842_1.wav,,,passerine
5162,5163,Spectrogram 1,1,2581.0,2581.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904271568_06553_1.wav,,,passerine
5163,5164,Spectrogram 1,1,2581.5,2582.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904338816_08684_1.wav,savs,sparrow,passerine
5164,5165,Spectrogram 1,1,2582.0,2582.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904468176_02368_1.wav,swth,thrush,passerine
5165,5166,Spectrogram 1,1,2582.5,2583.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904539624_08053_1.wav,,sparrow,passerine
5166,5167,Spectrogram 1,1,2583.0,2583.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904559760_02684_1.wav,swth,thrush,passerine
5167,5168,Spectrogram 1,1,2583.5,2584.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904626071_02526_1.wav,swth,thrush,passerine
5168,5169,Spectrogram 1,1,2584.0,2584.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904660560_02290_1.wav,swth,thrush,passerine
5169,5170,Spectrogram 1,1,2584.5,2585.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904709255_05921_1.wav,,,passerine
5170,5171,Spectrogram 1,1,2585.0,2585.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904716360_02526_1.wav,swth,thrush,passerine
5171,5172,Spectrogram 1,1,2585.5,2586.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904723008_07342_1.wav,,,passerine
5172,5173,Spectrogram 1,1,2586.0,2586.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904764504_06710_1.wav,,sparrow,passerine
5173,5174,Spectrogram 1,1,2586.5,2587.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904777104_04579_1.wav,,,passerine
5174,5175,Spectrogram 1,1,2587.0,2587.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904827552_02526_1.wav,swth,thrush,passerine
5175,5176,Spectrogram 1,1,2587.5,2588.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904846368_07105_1.wav,wtsp,sparrow,passerine
5176,5177,Spectrogram 1,1,2588.0,2588.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904928255_02368_1.wav,,,passerine
5177,5178,Spectrogram 1,1,2588.5,2589.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904933248_02290_1.wav,,,passerine
5178,5179,Spectrogram 1,1,2589.0,2589.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_904995264_02210_1.wav,swth,thrush,passerine
5179,5180,Spectrogram 1,1,2589.5,2590.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905010312_02526_1.wav,swth,thrush,passerine
5180,5181,Spectrogram 1,1,2590.0,2590.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905091144_02053_1.wav,swth,thrush,passerine
5181,5182,Spectrogram 1,1,2590.5,2591.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905113391_02763_1.wav,swth,thrush,passerine
5182,5183,Spectrogram 1,1,2591.0,2591.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905131176_06790_1.wav,btbw,warbler,passerine
5183,5184,Spectrogram 1,1,2591.5,2592.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905139840_03079_1.wav,,,passerine
5184,5185,Spectrogram 1,1,2592.0,2592.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905160431_03000_1.wav,swth,thrush,passerine
5185,5186,Spectrogram 1,1,2592.5,2593.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905203344_02763_1.wav,swth,thrush,passerine
5186,5187,Spectrogram 1,1,2593.0,2593.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905251056_02763_1.wav,swth,thrush,passerine
5187,5188,Spectrogram 1,1,2593.5,2594.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905335391_02684_1.wav,swth,thrush,passerine
5188,5189,Spectrogram 1,1,2594.0,2594.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905376816_02447_1.wav,,,passerine
5189,5190,Spectrogram 1,1,2594.5,2595.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905420880_06710_1.wav,,sparrow,passerine
5190,5191,Spectrogram 1,1,2595.0,2595.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_905467320_02605_1.wav,swth,thrush,passerine
